simulation_id,location,altitude_m,latitude_deg,longitude_deg,length_m,width_m,height_m,floor_area_m2,volume_m3,orientation_deg,wall_material,wall_thickness_m,wall_insulation_material,wall_insulation_thickness_m,roof_material,roof_thickness_m,roof_insulation_material,roof_insulation_thickness_m,floor_material,floor_thickness_m,glazing_area_m2,glazing_ratio,glazing_type,window_orientation_deg,night_shutter,shutter_R_m2K_W,roof_emissivity,ach,occupants,internal_gain_W,heater_type,combustion_heater_present,capital_cost_inr,cost_basis,overall_U_value_W_m2K,overall_R_value_m2K_W,thermal_mass_J_K,air_pressure_Pa,air_density_kg_m3
SIM_000074,Dras,3280.0,34.4293,75.7533,9.3,4.8,2.6,44.64,116.06,181.5,rammed_earth,0.28,eps,0.063,cgi_sheet,0.002,none,0.0,stone_floor,0.24,3.41,0.0465,triple_pane,180.0,1,0.5,0.85,4.1,7,700.0,flued_stove,False,194500.0,SOURCED,2.788,0.3587,58593917.6,67647.9,0.8956
SIM_000075,Siachen,5400.0,35.4212,77.1095,8.9,5.9,2.8,52.51,147.03,180.1,mud_brick,0.26,rockwool,0.097,pu_sandwich_panel,0.11,none,0.0,dense_concrete,0.2,3.03,0.0366,single_pane,180.0,0,0.0,0.73,1.88,15,1500.0,unflued_combustion,True,313502.0,SOURCED,1.2722,0.786,55948958.3,51194.2,0.6777
SIM_000076,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.5,4.4,2.6,19.8,51.48,215.0,mud_brick,0.22,rockwool,0.032,cgi_sheet,0.002,none,0.0,stone_floor,0.13,4.42,0.0955,single_pane,180.0,1,0.5,0.52,3.36,3,300.0,flued_stove,False,79008.0,SOURCED,2.7865,0.3589,19485664.4,53552.3,0.709
SIM_000077,Galwan,4300.0,34.75,78.25,6.7,3.8,2.6,25.46,66.2,194.6,pu_sandwich_panel,0.1,none,0.0,cgi_sheet,0.002,rockwool,0.082,stone_floor,0.24,5.5,0.1007,double_pane,180.0,1,0.5,0.74,0.94,2,200.0,flued_stove,False,178081.0,SOURCED,1.1038,0.906,13586579.9,59268.2,0.7846
SIM_000078,Hanle,4500.0,32.7784,78.9642,5.4,3.4,2.5,18.36,45.9,259.4,pu_sandwich_panel,0.09,none,0.0,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.21,3.93,0.0893,triple_pane,180.0,0,0.0,0.31,4.18,5,500.0,none,False,136520.0,SOURCED,1.0956,0.9127,8502327.8,57728.3,0.7642
SIM_000079,Nyoma,4180.0,33.1958,78.6508,8.3,6.0,2.5,49.8,124.5,277.3,pu_sandwich_panel,0.13,none,0.0,cgi_sheet,0.002,rockwool,0.035,dense_concrete,0.12,6.4,0.0895,triple_pane,180.0,0,0.0,0.64,1.13,1,100.0,unflued_combustion,True,259861.0,SOURCED,1.6072,0.6222,14761638.7,60207.9,0.7971
SIM_000080,Chushul,4350.0,33.5936,78.6543,8.5,3.2,2.9,27.2,78.88,218.4,mud_brick,0.29,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.17,6.5,0.0958,single_pane,180.0,0,0.0,0.42,3.51,8,800.0,electric,False,117634.0,SOURCED,3.3458,0.2989,37521089.2,58880.1,0.7795
SIM_000081,Rezang La,5000.0,33.425,78.8472,5.6,3.3,2.6,18.48,48.05,73.6,dense_concrete,0.16,eps,0.041,pu_sandwich_panel,0.15,none,0.0,dense_concrete,0.13,3.88,0.0838,double_pane,180.0,0,0.0,0.87,3.84,2,200.0,flued_stove,False,152839.0,SOURCED,1.4539,0.6878,21379329.0,54019.9,0.7151
SIM_000082,Pangong,4250.0,33.7595,78.6674,4.4,5.4,3.0,23.76,71.28,91.1,rammed_earth,0.47,straw_bale,0.067,cgi_sheet,0.002,none,0.0,stone_floor,0.16,3.04,0.0517,triple_pane,180.0,1,0.5,0.38,4.43,7,700.0,flued_stove,False,130502.0,SOURCED,2.5806,0.3875,56225564.5,59658.3,0.7898
SIM_000083,Depsang,5330.0,35.3167,78.0167,7.8,5.8,2.4,45.24,108.58,196.9,rammed_earth,0.42,straw_bale,0.146,cgi_sheet,0.002,none,0.0,stone_floor,0.16,4.93,0.0755,double_pane,180.0,1,0.5,0.75,1.19,8,800.0,electric,False,169279.0,SOURCED,3.0563,0.3272,63164210.1,51679.8,0.6842
SIM_000084,Kargil,2676.0,34.5539,76.1349,7.6,3.9,2.8,29.64,82.99,161.8,mud_brick,0.45,straw_bale,0.125,pu_sandwich_panel,0.1,none,0.0,stone_floor,0.14,6.15,0.0955,triple_pane,180.0,1,0.5,0.52,0.76,3,300.0,electric,False,230348.0,SOURCED,1.279,0.7819,49720127.4,73045.7,0.967
SIM_000085,Leh,3500.0,34.1526,77.5771,6.9,4.8,3.0,33.12,99.36,302.8,pu_sandwich_panel,0.11,none,0.0,cgi_sheet,0.002,rockwool,0.081,dense_concrete,0.24,0.38,0.0054,triple_pane,180.0,0,0.0,0.46,1.01,1,100.0,electric,False,223374.0,SOURCED,1.0074,0.9927,19155438.2,65764.1,0.8706
SIM_000086,Dras,3280.0,34.4293,75.7533,7.7,3.9,2.9,30.03,87.09,154.3,rammed_earth,0.36,straw_bale,0.121,concrete,0.14,eps,0.079,dense_concrete,0.2,7.1,0.1055,triple_pane,180.0,0,0.0,0.66,1.79,6,600.0,none,False,214532.0,SOURCED,1.225,0.8163,64083306.8,67647.9,0.8956
SIM_000087,Siachen,5400.0,35.4212,77.1095,5.2,4.1,2.4,21.32,51.17,98.6,stone_masonry,0.3,none,0.0,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.1,1.74,0.039,single_pane,180.0,1,0.5,0.31,3.08,6,600.0,none,False,107160.0,SOURCED,2.8234,0.3542,30594846.1,51194.2,0.6777
SIM_000088,Daulat Beg Oldie,5065.0,35.4057,77.9297,10.0,3.7,2.5,37.0,92.5,202.2,dense_concrete,0.24,none,0.0,cgi_sheet,0.002,eps,0.07,dense_concrete,0.11,10.13,0.1479,double_pane,180.0,0,0.0,0.54,1.12,13,1300.0,none,False,226629.0,SOURCED,2.7768,0.3601,42014852.0,53552.3,0.709
SIM_000089,Galwan,4300.0,34.75,78.25,5.4,4.3,2.6,23.22,60.37,196.9,dense_concrete,0.18,none,0.0,cgi_sheet,0.002,rockwool,0.069,stone_floor,0.21,2.75,0.0545,double_pane,180.0,0,0.0,0.75,1.68,6,600.0,flued_stove,False,139988.0,SOURCED,2.8758,0.3477,30391662.3,59268.2,0.7846
SIM_000090,Hanle,4500.0,32.7784,78.9642,5.1,5.6,2.7,28.56,77.11,204.0,rammed_earth,0.45,eps,0.054,cgi_sheet,0.002,eps,0.073,stone_floor,0.19,1.88,0.0325,single_pane,180.0,1,0.5,0.68,4.27,3,300.0,electric,False,145828.0,SOURCED,1.3304,0.7517,57261805.5,57728.3,0.7642
SIM_000091,Nyoma,4180.0,33.1958,78.6508,7.8,3.6,3.2,28.08,89.86,177.7,stone_masonry,0.25,none,0.0,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.1,5.06,0.0694,double_pane,180.0,0,0.0,0.69,1.88,4,400.0,unflued_combustion,True,154758.0,SOURCED,3.0227,0.3308,40370652.6,60207.9,0.7971
SIM_000092,Chushul,4350.0,33.5936,78.6543,4.7,5.5,3.0,25.85,77.55,156.7,pu_sandwich_panel,0.14,none,0.0,pu_sandwich_panel,0.15,none,0.0,stone_floor,0.24,4.03,0.0658,triple_pane,180.0,1,0.5,0.33,1.71,5,500.0,flued_stove,False,274449.0,SOURCED,0.9389,1.0651,13909604.1,58880.1,0.7795
SIM_000093,Rezang La,5000.0,33.425,78.8472,4.7,3.2,3.2,15.04,48.13,196.6,stone_masonry,0.46,straw_bale,0.071,concrete,0.13,rockwool,0.079,stone_floor,0.13,4.53,0.0896,triple_pane,180.0,0,0.0,0.57,0.59,4,400.0,unflued_combustion,True,175740.0,SOURCED,1.3622,0.7341,52067727.6,54019.9,0.7151
SIM_000094,Pangong,4250.0,33.7595,78.6674,4.8,4.8,2.6,23.04,59.9,333.2,dense_concrete,0.29,eps,0.074,concrete,0.1,none,0.0,dense_concrete,0.22,5.33,0.1068,single_pane,180.0,1,0.5,0.56,2.83,7,700.0,unflued_combustion,True,214530.0,SOURCED,2.1538,0.4643,46862006.0,59658.3,0.7898
SIM_000095,Depsang,5330.0,35.3167,78.0167,8.7,3.5,2.7,30.45,82.21,201.5,rammed_earth,0.2,rockwool,0.109,cgi_sheet,0.002,rockwool,0.091,dense_concrete,0.17,7.27,0.1104,single_pane,180.0,1,0.5,0.64,3.84,4,400.0,unflued_combustion,True,171695.0,SOURCED,1.2222,0.8182,33659398.0,51679.8,0.6842
SIM_000096,Kargil,2676.0,34.5539,76.1349,7.8,3.7,2.5,28.86,72.15,168.4,rammed_earth,0.27,none,0.0,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.25,8.54,0.1485,double_pane,180.0,1,0.5,0.23,0.11,6,600.0,electric,False,178889.0,SOURCED,2.0691,0.4833,40572310.3,73045.7,0.967
SIM_000097,Leh,3500.0,34.1526,77.5771,5.9,4.4,2.4,25.96,62.3,166.8,mud_brick,0.45,rockwool,0.144,concrete,0.11,rockwool,0.032,dense_concrete,0.22,0.41,0.0083,double_pane,180.0,1,0.5,0.87,2.15,5,500.0,none,False,200635.0,SOURCED,1.2152,0.8229,53083316.9,65764.1,0.8706
SIM_000098,Dras,3280.0,34.4293,75.7533,8.8,5.7,3.1,50.16,155.5,206.3,pu_sandwich_panel,0.09,none,0.0,concrete,0.15,rockwool,0.1,stone_floor,0.2,5.69,0.0633,single_pane,180.0,1,0.5,0.76,2.36,3,300.0,none,False,309084.0,SOURCED,1.2252,0.8162,39389815.4,67647.9,0.8956
SIM_000099,Siachen,5400.0,35.4212,77.1095,4.8,4.8,3.0,23.04,69.12,221.1,pu_sandwich_panel,0.12,none,0.0,concrete,0.13,none,0.0,dense_concrete,0.16,0.33,0.0057,triple_pane,180.0,0,0.0,0.33,1.67,6,600.0,unflued_combustion,True,168326.0,SOURCED,1.871,0.5345,15799613.6,51194.2,0.6777
SIM_000100,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.9,4.4,2.8,21.56,60.37,182.4,stone_masonry,0.33,eps,0.081,cgi_sheet,0.002,rockwool,0.045,dense_concrete,0.18,2.89,0.0555,double_pane,180.0,1,0.5,0.59,3.84,8,800.0,electric,False,163884.0,SOURCED,1.2434,0.8042,42033988.6,53552.3,0.709
SIM_000101,Galwan,4300.0,34.75,78.25,9.9,5.8,3.0,57.42,172.26,199.3,rammed_earth,0.49,straw_bale,0.048,cgi_sheet,0.002,eps,0.048,dense_concrete,0.17,8.48,0.09,triple_pane,180.0,1,0.5,0.82,2.15,18,1800.0,unflued_combustion,True,299867.0,SOURCED,1.5819,0.6322,99533204.3,59268.2,0.7846
SIM_000102,Hanle,4500.0,32.7784,78.9642,4.8,5.8,3.1,27.84,86.3,164.7,dense_concrete,0.28,none,0.0,cgi_sheet,0.002,rockwool,0.051,stone_floor,0.13,5.24,0.0797,single_pane,180.0,1,0.5,0.65,2.12,1,100.0,none,False,210928.0,SOURCED,2.7011,0.3702,46971920.3,57728.3,0.7642
SIM_000103,Nyoma,4180.0,33.1958,78.6508,6.7,4.4,3.1,29.48,91.39,170.1,dense_concrete,0.15,eps,0.082,concrete,0.15,none,0.0,dense_concrete,0.14,5.64,0.082,single_pane,180.0,0,0.0,0.63,3.28,11,1100.0,none,False,195104.0,SOURCED,2.2815,0.4383,41714792.8,60207.9,0.7971
SIM_000104,Chushul,4350.0,33.5936,78.6543,7.7,4.3,3.1,33.11,102.64,156.8,dense_concrete,0.25,rockwool,0.073,cgi_sheet,0.002,none,0.0,dense_concrete,0.14,6.61,0.0888,double_pane,180.0,0,0.0,0.5,2.8,9,900.0,flued_stove,False,260284.0,SOURCED,2.674,0.374,50168535.2,58880.1,0.7795
SIM_000105,Rezang La,5000.0,33.425,78.8472,4.0,4.9,2.7,19.6,52.92,160.7,pu_sandwich_panel,0.07,none,0.0,concrete,0.11,rockwool,0.143,stone_floor,0.24,2.92,0.0608,double_pane,180.0,0,0.0,0.85,2.03,7,700.0,electric,False,134414.0,SOURCED,1.092,0.9158,15282792.3,54019.9,0.7151
SIM_000106,Pangong,4250.0,33.7595,78.6674,4.2,5.6,2.7,23.52,63.5,270.8,stone_masonry,0.29,none,0.0,concrete,0.18,eps,0.113,dense_concrete,0.11,1.98,0.0374,triple_pane,180.0,0,0.0,0.56,0.21,2,200.0,unflued_combustion,True,154518.0,SOURCED,2.7991,0.3573,45612828.6,59658.3,0.7898
SIM_000107,Depsang,5330.0,35.3167,78.0167,8.6,4.1,3.0,35.26,105.78,193.0,stone_masonry,0.4,none,0.0,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.13,0.65,0.0085,triple_pane,180.0,1,0.5,0.78,0.43,10,1000.0,electric,False,268774.0,SOURCED,2.4911,0.4014,71815431.1,51679.8,0.6842
SIM_000108,Kargil,2676.0,34.5539,76.1349,5.2,3.5,2.9,18.2,52.78,157.6,stone_masonry,0.44,eps,0.082,pu_sandwich_panel,0.14,none,0.0,stone_floor,0.1,0.07,0.0014,double_pane,180.0,0,0.0,0.34,1.61,5,500.0,unflued_combustion,True,184956.0,SOURCED,1.2191,0.8203,48904047.2,73045.7,0.967
SIM_000109,Leh,3500.0,34.1526,77.5771,6.0,4.6,2.9,27.6,80.04,184.2,pu_sandwich_panel,0.12,none,0.0,concrete,0.16,eps,0.091,dense_concrete,0.24,2.3,0.0374,single_pane,180.0,0,0.0,0.5,3.17,1,100.0,none,False,225876.0,SOURCED,1.0697,0.9348,25947628.3,65764.1,0.8706
SIM_000110,Dras,3280.0,34.4293,75.7533,9.1,5.7,2.5,51.87,129.67,196.0,pu_sandwich_panel,0.07,none,0.0,cgi_sheet,0.002,eps,0.049,stone_floor,0.15,5.22,0.0705,single_pane,180.0,1,0.5,0.7,1.73,7,700.0,electric,False,182138.0,SOURCED,1.5599,0.6411,17397251.8,67647.9,0.8956
SIM_000111,Siachen,5400.0,35.4212,77.1095,7.4,5.5,2.5,40.7,101.75,190.9,dense_concrete,0.12,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.23,2.21,0.0343,triple_pane,180.0,1,0.5,0.68,0.37,16,1600.0,electric,False,176766.0,SOURCED,4.368,0.2289,39096405.9,51194.2,0.6777
SIM_000112,Daulat Beg Oldie,5065.0,35.4057,77.9297,4.8,3.3,3.2,15.84,50.69,73.2,mud_brick,0.2,straw_bale,0.067,pu_sandwich_panel,0.06,none,0.0,dense_concrete,0.21,4.65,0.0897,single_pane,180.0,0,0.0,0.75,3.81,3,300.0,none,False,89703.0,SOURCED,1.4477,0.6908,22485328.0,53552.3,0.709
SIM_000113,Galwan,4300.0,34.75,78.25,4.1,3.6,2.8,14.76,41.33,170.7,stone_masonry,0.48,straw_bale,0.071,concrete,0.11,eps,0.09,dense_concrete,0.1,4.04,0.0937,single_pane,180.0,0,0.0,0.66,1.52,5,500.0,flued_stove,False,134387.0,SOURCED,1.6733,0.5976,45574484.0,59268.2,0.7846
SIM_000114,Hanle,4500.0,32.7784,78.9642,4.3,3.9,2.7,16.77,45.28,209.7,pu_sandwich_panel,0.11,none,0.0,concrete,0.17,rockwool,0.066,dense_concrete,0.18,3.87,0.0874,triple_pane,180.0,0,0.0,0.53,3.97,2,200.0,flued_stove,False,155649.0,SOURCED,1.0762,0.9292,13828179.5,57728.3,0.7642
SIM_000115,Nyoma,4180.0,33.1958,78.6508,9.4,3.2,3.1,30.08,93.25,168.1,stone_masonry,0.29,rockwool,0.037,cgi_sheet,0.002,none,0.0,stone_floor,0.24,8.46,0.1083,triple_pane,180.0,0,0.0,0.5,1.23,6,600.0,flued_stove,False,235724.0,SOURCED,2.51,0.3984,56470679.2,60207.9,0.7971
SIM_000116,Chushul,4350.0,33.5936,78.6543,7.5,5.6,2.7,42.0,113.4,194.8,rammed_earth,0.36,straw_bale,0.058,pu_sandwich_panel,0.12,none,0.0,dense_concrete,0.22,2.03,0.0287,single_pane,180.0,0,0.0,0.85,4.21,5,500.0,electric,False,233403.0,SOURCED,1.3903,0.7193,66936221.2,58880.1,0.7795
SIM_000117,Rezang La,5000.0,33.425,78.8472,8.4,5.3,2.6,44.52,115.75,99.9,mud_brick,0.28,rockwool,0.099,cgi_sheet,0.002,eps,0.034,dense_concrete,0.17,4.64,0.0651,triple_pane,180.0,0,0.0,0.38,1.51,11,1100.0,flued_stove,False,226356.0,SOURCED,1.4731,0.6788,46040111.5,54019.9,0.7151
SIM_000118,Pangong,4250.0,33.7595,78.6674,8.0,3.7,2.5,29.6,74.0,208.4,dense_concrete,0.21,rockwool,0.04,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.18,1.92,0.0328,double_pane,180.0,1,0.5,0.31,4.38,11,1100.0,electric,False,245441.0,SOURCED,1.3406,0.7459,39964592.7,59658.3,0.7898
SIM_000119,Depsang,5330.0,35.3167,78.0167,9.8,4.9,2.6,48.02,124.85,207.2,stone_masonry,0.47,rockwool,0.051,pu_sandwich_panel,0.12,none,0.0,stone_floor,0.1,7.63,0.0998,triple_pane,180.0,0,0.0,0.34,1.16,17,1700.0,electric,False,362074.0,SOURCED,1.6125,0.6202,75953137.3,51679.8,0.6842
SIM_000120,Kargil,2676.0,34.5539,76.1349,6.5,3.3,3.2,21.45,68.64,171.5,stone_masonry,0.33,none,0.0,concrete,0.13,none,0.0,stone_floor,0.24,1.03,0.0164,single_pane,180.0,1,0.5,0.24,1.62,7,700.0,flued_stove,False,158873.0,SOURCED,3.3713,0.2966,58460881.1,73045.7,0.967
SIM_000121,Leh,3500.0,34.1526,77.5771,6.3,3.0,2.5,18.9,47.25,192.1,rammed_earth,0.31,none,0.0,concrete,0.16,eps,0.088,dense_concrete,0.16,5.64,0.1213,double_pane,180.0,0,0.0,0.21,2.49,6,600.0,flued_stove,False,114237.0,SOURCED,2.2915,0.4364,36809834.4,65764.1,0.8706
SIM_000122,Dras,3280.0,34.4293,75.7533,6.7,4.8,2.6,32.16,83.62,174.8,mud_brick,0.44,eps,0.083,concrete,0.1,none,0.0,dense_concrete,0.18,1.16,0.0194,double_pane,180.0,1,0.5,0.7,3.43,12,1200.0,unflued_combustion,True,194731.0,SOURCED,2.2619,0.4421,59555840.2,67647.9,0.8956
SIM_000123,Siachen,5400.0,35.4212,77.1095,6.1,3.7,2.7,22.57,60.94,161.4,mud_brick,0.43,straw_bale,0.076,cgi_sheet,0.002,rockwool,0.096,stone_floor,0.18,1.06,0.02,single_pane,180.0,1,0.5,0.79,0.41,7,700.0,electric,False,133055.0,SOURCED,1.2758,0.7838,43071788.3,51194.2,0.6777
SIM_000124,Daulat Beg Oldie,5065.0,35.4057,77.9297,6.9,3.8,3.0,26.22,78.66,197.5,rammed_earth,0.35,eps,0.055,concrete,0.18,rockwool,0.103,stone_floor,0.18,4.54,0.0707,triple_pane,180.0,0,0.0,0.59,2.09,8,800.0,none,False,192816.0,SOURCED,1.264,0.7911,58749811.2,53552.3,0.709
SIM_000125,Galwan,4300.0,34.75,78.25,9.5,5.4,2.5,51.3,128.25,154.3,pu_sandwich_panel,0.13,none,0.0,pu_sandwich_panel,0.15,none,0.0,dense_concrete,0.22,8.27,0.111,single_pane,180.0,0,0.0,0.51,2.47,10,1000.0,unflued_combustion,True,379921.0,SOURCED,1.3578,0.7365,26972005.3,59268.2,0.7846
SIM_000126,Hanle,4500.0,32.7784,78.9642,4.6,5.2,2.8,23.92,66.98,191.3,mud_brick,0.43,eps,0.125,cgi_sheet,0.002,rockwool,0.104,dense_concrete,0.24,2.48,0.0452,double_pane,180.0,0,0.0,0.8,2.17,9,900.0,electric,False,196837.0,SOURCED,1.0324,0.9686,47471819.7,57728.3,0.7642
SIM_000127,Nyoma,4180.0,33.1958,78.6508,8.3,3.4,3.1,28.22,87.48,194.5,dense_concrete,0.22,rockwool,0.055,cgi_sheet,0.002,rockwool,0.107,stone_floor,0.19,4.78,0.0659,single_pane,180.0,1,0.5,0.86,1.58,7,700.0,flued_stove,False,241881.0,SOURCED,1.2552,0.7967,46233786.1,60207.9,0.7971
SIM_000128,Chushul,4350.0,33.5936,78.6543,6.5,5.2,3.2,33.8,108.16,158.8,dense_concrete,0.13,none,0.0,cgi_sheet,0.002,none,0.0,stone_floor,0.23,5.32,0.071,double_pane,180.0,1,0.5,0.62,3.64,8,800.0,flued_stove,False,176430.0,SOURCED,4.2696,0.2342,37656015.0,58880.1,0.7795
SIM_000129,Rezang La,5000.0,33.425,78.8472,10.0,5.4,3.0,54.0,162.0,206.6,dense_concrete,0.21,straw_bale,0.056,concrete,0.12,none,0.0,stone_floor,0.17,1.29,0.014,triple_pane,180.0,0,0.0,0.69,1.3,12,1200.0,electric,False,301838.0,SOURCED,2.6123,0.3828,79544290.1,54019.9,0.7151
SIM_000130,Pangong,4250.0,33.7595,78.6674,9.7,4.6,3.1,44.62,138.32,11.8,stone_masonry,0.2,eps,0.047,concrete,0.17,eps,0.068,stone_floor,0.12,1.05,0.0118,double_pane,180.0,0,0.0,0.78,0.21,11,1100.0,none,False,226853.0,SOURCED,1.5578,0.6419,64508977.2,59658.3,0.7898
SIM_000131,Depsang,5330.0,35.3167,78.0167,9.5,3.4,2.6,32.3,83.98,340.0,rammed_earth,0.31,eps,0.057,concrete,0.16,none,0.0,stone_floor,0.23,7.73,0.1152,single_pane,180.0,0,0.0,0.27,0.94,6,600.0,electric,False,174446.0,SOURCED,2.3685,0.4222,60966471.6,51679.8,0.6842
SIM_000132,Kargil,2676.0,34.5539,76.1349,6.5,4.5,2.6,29.25,76.05,140.1,stone_masonry,0.48,none,0.0,concrete,0.12,none,0.0,stone_floor,0.2,5.87,0.1026,single_pane,180.0,1,0.5,0.65,0.37,6,600.0,none,False,207311.0,SOURCED,3.214,0.3111,70249173.7,73045.7,0.967
SIM_000133,Leh,3500.0,34.1526,77.5771,6.8,3.6,2.8,24.48,68.54,145.9,stone_masonry,0.3,eps,0.058,pu_sandwich_panel,0.15,none,0.0,stone_floor,0.12,0.06,0.001,double_pane,180.0,1,0.5,0.9,3.46,5,500.0,none,False,184624.0,SOURCED,1.3252,0.7546,41813375.4,65764.1,0.8706
SIM_000134,Dras,3280.0,34.4293,75.7533,6.2,4.5,3.1,27.9,86.49,256.3,mud_brick,0.28,straw_bale,0.06,cgi_sheet,0.002,none,0.0,stone_floor,0.19,5.13,0.0773,double_pane,180.0,1,0.5,0.8,4.23,10,1000.0,electric,False,137714.0,SOURCED,2.6122,0.3828,37918203.9,67647.9,0.8956
SIM_000135,Siachen,5400.0,35.4212,77.1095,9.3,4.4,2.4,40.92,98.21,156.6,rammed_earth,0.34,straw_bale,0.134,concrete,0.17,none,0.0,dense_concrete,0.1,3.45,0.0525,double_pane,180.0,0,0.0,0.76,4.14,7,700.0,unflued_combustion,True,167469.0,SOURCED,2.5029,0.3995,65265140.6,51194.2,0.6777
SIM_000136,Daulat Beg Oldie,5065.0,35.4057,77.9297,9.0,4.2,2.5,37.8,94.5,162.3,dense_concrete,0.15,rockwool,0.03,pu_sandwich_panel,0.12,none,0.0,dense_concrete,0.22,4.74,0.0718,triple_pane,180.0,1,0.5,0.65,2.92,8,800.0,electric,False,282224.0,SOURCED,1.3959,0.7164,40656947.1,53552.3,0.709
SIM_000137,Galwan,4300.0,34.75,78.25,9.3,5.5,2.7,51.15,138.11,84.4,pu_sandwich_panel,0.06,none,0.0,cgi_sheet,0.002,eps,0.067,dense_concrete,0.19,0.31,0.0039,double_pane,180.0,0,0.0,0.32,4.43,5,500.0,none,False,196558.0,SOURCED,1.3213,0.7568,23231899.6,59268.2,0.7846
SIM_000138,Hanle,4500.0,32.7784,78.9642,7.2,4.9,3.0,35.28,105.84,167.9,pu_sandwich_panel,0.1,none,0.0,pu_sandwich_panel,0.13,none,0.0,dense_concrete,0.16,3.88,0.0534,triple_pane,180.0,0,0.0,0.53,1.04,7,700.0,none,False,263444.0,SOURCED,1.1354,0.8807,13706001.6,57728.3,0.7642
SIM_000139,Nyoma,4180.0,33.1958,78.6508,9.0,5.8,2.4,52.2,125.28,173.0,stone_masonry,0.39,rockwool,0.095,pu_sandwich_panel,0.11,none,0.0,stone_floor,0.21,1.99,0.028,triple_pane,180.0,0,0.0,0.23,3.84,18,1800.0,flued_stove,False,362212.0,SOURCED,1.2987,0.77,78270518.5,60207.9,0.7971
SIM_000140,Chushul,4350.0,33.5936,78.6543,5.3,3.7,2.9,19.61,56.87,209.2,rammed_earth,0.42,straw_bale,0.085,cgi_sheet,0.002,none,0.0,dense_concrete,0.12,3.83,0.0734,double_pane,180.0,1,0.5,0.55,3.92,6,600.0,unflued_combustion,True,103927.0,SOURCED,2.5171,0.3973,42985537.0,58880.1,0.7795
SIM_000141,Rezang La,5000.0,33.425,78.8472,4.9,4.3,2.7,21.07,56.89,316.6,pu_sandwich_panel,0.08,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.2,2.77,0.0558,double_pane,180.0,1,0.5,0.38,0.85,7,700.0,unflued_combustion,True,119063.0,SOURCED,2.3377,0.4278,10101016.1,54019.9,0.7151
SIM_000142,Pangong,4250.0,33.7595,78.6674,4.1,4.6,2.6,18.86,49.04,193.9,rammed_earth,0.21,eps,0.115,concrete,0.14,rockwool,0.134,stone_floor,0.24,3.48,0.0769,double_pane,180.0,1,0.5,0.25,1.29,7,700.0,electric,False,142111.0,SOURCED,1.0427,0.959,31785703.9,59658.3,0.7898
SIM_000143,Depsang,5330.0,35.3167,78.0167,5.7,5.0,3.1,28.5,88.35,196.8,rammed_earth,0.24,straw_bale,0.092,concrete,0.16,eps,0.045,stone_floor,0.19,2.26,0.0341,double_pane,180.0,0,0.0,0.62,0.53,5,500.0,unflued_combustion,True,138541.0,SOURCED,1.393,0.7179,50950351.9,51679.8,0.6842
SIM_000144,Kargil,2676.0,34.5539,76.1349,6.4,3.9,3.0,24.96,74.88,256.2,pu_sandwich_panel,0.06,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.14,1.24,0.0201,triple_pane,180.0,0,0.0,0.3,3.27,5,500.0,flued_stove,False,104296.0,SOURCED,2.4261,0.4122,8500274.3,73045.7,0.967
SIM_000145,Leh,3500.0,34.1526,77.5771,5.5,3.0,3.2,16.5,52.8,261.2,mud_brick,0.49,rockwool,0.065,cgi_sheet,0.002,none,0.0,dense_concrete,0.25,0.47,0.0086,single_pane,180.0,0,0.0,0.89,4.46,1,100.0,electric,False,151163.0,SOURCED,1.9879,0.503,49331437.4,65764.1,0.8706
SIM_000146,Dras,3280.0,34.4293,75.7533,7.6,3.8,2.9,28.88,83.75,101.2,stone_masonry,0.34,eps,0.113,cgi_sheet,0.002,rockwool,0.124,dense_concrete,0.11,0.26,0.0039,triple_pane,180.0,0,0.0,0.44,2.51,7,700.0,flued_stove,False,212555.0,SOURCED,1.2332,0.8109,53146218.7,67647.9,0.8956
SIM_000147,Siachen,5400.0,35.4212,77.1095,8.8,4.5,2.7,39.6,106.92,175.9,rammed_earth,0.3,none,0.0,pu_sandwich_panel,0.08,none,0.0,stone_floor,0.12,9.18,0.1278,triple_pane,180.0,0,0.0,0.39,0.43,10,1000.0,unflued_combustion,True,199192.0,SOURCED,2.3117,0.4326,44173833.7,51194.2,0.6777
SIM_000148,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.6,5.2,2.9,39.52,114.61,154.0,rammed_earth,0.4,straw_bale,0.089,cgi_sheet,0.002,rockwool,0.092,dense_concrete,0.18,6.01,0.081,double_pane,180.0,0,0.0,0.22,3.0,10,1000.0,unflued_combustion,True,199135.0,SOURCED,1.4069,0.7108,67213409.8,53552.3,0.709
