simulation_id,heater_type,combustion_heater_present,ach,safety_threshold_ach,safety_status,safety_reason
SIM_001901,none,False,4.31,0.35,SAFE,
SIM_001902,flued_stove,False,4.46,0.35,SAFE,
SIM_001903,electric,False,1.09,0.35,SAFE,
SIM_001904,electric,False,3.16,0.35,SAFE,
SIM_001905,electric,False,2.68,0.35,SAFE,
SIM_001906,unflued_combustion,True,0.81,0.35,SAFE,
SIM_001907,flued_stove,False,3.26,0.35,SAFE,
SIM_001908,flued_stove,False,3.95,0.35,SAFE,
SIM_001909,flued_stove,False,0.59,0.35,SAFE,
SIM_001910,unflued_combustion,True,1.86,0.35,SAFE,
SIM_001911,unflued_combustion,True,3.33,0.35,SAFE,
SIM_001912,flued_stove,False,1.59,0.35,SAFE,
SIM_001913,flued_stove,False,3.41,0.35,SAFE,
SIM_001914,electric,False,0.25,0.35,SAFE,
SIM_001915,electric,False,2.5,0.35,SAFE,
SIM_001916,electric,False,2.6,0.35,SAFE,
SIM_001917,none,False,0.17,0.35,SAFE,
SIM_001918,none,False,0.53,0.35,SAFE,
SIM_001919,unflued_combustion,True,3.0,0.35,SAFE,
SIM_001920,none,False,1.44,0.35,SAFE,
SIM_001921,electric,False,0.62,0.35,SAFE,
SIM_001922,electric,False,2.19,0.35,SAFE,
SIM_001923,electric,False,0.86,0.35,SAFE,
SIM_001924,flued_stove,False,2.13,0.35,SAFE,
SIM_001925,electric,False,2.61,0.35,SAFE,
SIM_001926,none,False,1.91,0.35,SAFE,
SIM_001927,flued_stove,False,2.42,0.35,SAFE,
SIM_001928,flued_stove,False,0.14,0.35,SAFE,
SIM_001929,unflued_combustion,True,0.64,0.35,SAFE,
SIM_001930,electric,False,2.47,0.35,SAFE,
SIM_001931,flued_stove,False,0.45,0.35,SAFE,
SIM_001932,unflued_combustion,True,2.88,0.35,SAFE,
SIM_001933,none,False,2.05,0.35,SAFE,
SIM_001934,electric,False,1.16,0.35,SAFE,
SIM_001935,flued_stove,False,0.43,0.35,SAFE,
SIM_001936,unflued_combustion,True,1.82,0.35,SAFE,
SIM_001937,unflued_combustion,True,4.19,0.35,SAFE,
SIM_001938,unflued_combustion,True,1.12,0.35,SAFE,
SIM_001939,none,False,1.46,0.35,SAFE,
SIM_001940,flued_stove,False,1.9,0.35,SAFE,
SIM_001941,none,False,4.03,0.35,SAFE,
SIM_001942,none,False,2.61,0.35,SAFE,
SIM_001943,none,False,0.65,0.35,SAFE,
SIM_001944,unflued_combustion,True,0.59,0.35,SAFE,
SIM_001945,flued_stove,False,2.93,0.35,SAFE,
SIM_001946,none,False,0.98,0.35,SAFE,
SIM_001947,flued_stove,False,2.56,0.35,SAFE,
SIM_001948,flued_stove,False,3.73,0.35,SAFE,
SIM_001949,electric,False,4.4,0.35,SAFE,
SIM_001950,flued_stove,False,1.61,0.35,SAFE,
SIM_001951,none,False,3.3,0.35,SAFE,
SIM_001952,flued_stove,False,1.8,0.35,SAFE,
SIM_001953,unflued_combustion,True,0.53,0.35,SAFE,
SIM_001954,flued_stove,False,2.67,0.35,SAFE,
SIM_001955,none,False,1.7,0.35,SAFE,
SIM_001956,electric,False,2.11,0.35,SAFE,
SIM_001957,flued_stove,False,1.04,0.35,SAFE,
SIM_001958,flued_stove,False,1.44,0.35,SAFE,
SIM_001959,electric,False,3.53,0.35,SAFE,
SIM_001960,none,False,0.82,0.35,SAFE,
SIM_001961,none,False,3.09,0.35,SAFE,
SIM_001962,electric,False,0.46,0.35,SAFE,
SIM_001963,flued_stove,False,0.97,0.35,SAFE,
SIM_001964,none,False,0.11,0.35,SAFE,
SIM_001965,flued_stove,False,1.81,0.35,SAFE,
SIM_001966,unflued_combustion,True,2.46,0.35,SAFE,
SIM_001967,electric,False,3.48,0.35,SAFE,
SIM_001968,electric,False,1.56,0.35,SAFE,
SIM_001969,unflued_combustion,True,1.62,0.35,SAFE,
SIM_001970,flued_stove,False,3.54,0.35,SAFE,
SIM_001971,flued_stove,False,0.66,0.35,SAFE,
SIM_001972,flued_stove,False,3.9,0.35,SAFE,
SIM_001973,flued_stove,False,1.44,0.35,SAFE,
SIM_001974,unflued_combustion,True,4.2,0.35,SAFE,
SIM_001975,none,False,3.3,0.35,SAFE,
SIM_001976,flued_stove,False,1.99,0.35,SAFE,
SIM_001977,electric,False,2.51,0.35,SAFE,
SIM_001978,flued_stove,False,3.33,0.35,SAFE,
SIM_001979,flued_stove,False,2.98,0.35,SAFE,
SIM_001980,none,False,1.03,0.35,SAFE,
SIM_001981,unflued_combustion,True,0.73,0.35,SAFE,
SIM_001982,flued_stove,False,1.28,0.35,SAFE,
SIM_001983,none,False,3.83,0.35,SAFE,
SIM_001984,unflued_combustion,True,0.33,0.35,REFUSED,Ventilation 0.33 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001985,none,False,4.19,0.35,SAFE,
SIM_001986,flued_stove,False,1.91,0.35,SAFE,
SIM_001987,electric,False,4.06,0.35,SAFE,
SIM_001988,none,False,0.59,0.35,SAFE,
SIM_001989,unflued_combustion,True,4.24,0.35,SAFE,
SIM_001990,flued_stove,False,0.42,0.35,SAFE,
SIM_001991,none,False,1.25,0.35,SAFE,
SIM_001992,electric,False,1.27,0.35,SAFE,
SIM_001993,electric,False,1.99,0.35,SAFE,
SIM_001994,flued_stove,False,2.51,0.35,SAFE,
SIM_001995,electric,False,3.86,0.35,SAFE,
SIM_001996,flued_stove,False,4.09,0.35,SAFE,
SIM_001997,electric,False,2.38,0.35,SAFE,
SIM_001998,unflued_combustion,True,1.85,0.35,SAFE,
SIM_001999,flued_stove,False,2.11,0.35,SAFE,
SIM_002000,electric,False,3.57,0.35,SAFE,
SIM_002001,unflued_combustion,True,2.72,0.35,SAFE,
SIM_002002,electric,False,1.14,0.35,SAFE,
SIM_002003,none,False,2.88,0.35,SAFE,
SIM_002004,electric,False,2.09,0.35,SAFE,
SIM_002005,unflued_combustion,True,1.15,0.35,SAFE,
SIM_002006,electric,False,0.53,0.35,SAFE,
SIM_002007,unflued_combustion,True,4.08,0.35,SAFE,
SIM_002008,none,False,2.41,0.35,SAFE,
SIM_002009,flued_stove,False,2.48,0.35,SAFE,
SIM_002010,electric,False,2.65,0.35,SAFE,
SIM_002011,flued_stove,False,2.12,0.35,SAFE,
SIM_002012,none,False,0.89,0.35,SAFE,
SIM_002013,electric,False,0.16,0.35,SAFE,
SIM_002014,unflued_combustion,True,3.29,0.35,SAFE,
SIM_002015,unflued_combustion,True,0.49,0.35,SAFE,
SIM_002016,unflued_combustion,True,2.5,0.35,SAFE,
SIM_002017,unflued_combustion,True,3.97,0.35,SAFE,
SIM_002018,unflued_combustion,True,2.94,0.35,SAFE,
SIM_002019,none,False,0.6,0.35,SAFE,
SIM_002020,flued_stove,False,1.56,0.35,SAFE,
SIM_002021,electric,False,3.56,0.35,SAFE,
SIM_002022,none,False,4.36,0.35,SAFE,
SIM_002023,flued_stove,False,1.49,0.35,SAFE,
SIM_002024,flued_stove,False,2.64,0.35,SAFE,
SIM_002025,none,False,4.42,0.35,SAFE,
SIM_002026,unflued_combustion,True,3.65,0.35,SAFE,
SIM_002027,flued_stove,False,2.4,0.35,SAFE,
SIM_002028,flued_stove,False,1.58,0.35,SAFE,
SIM_002029,flued_stove,False,4.1,0.35,SAFE,
SIM_002030,none,False,1.01,0.35,SAFE,
SIM_002031,none,False,0.16,0.35,SAFE,
SIM_002032,unflued_combustion,True,0.74,0.35,SAFE,
SIM_002033,none,False,3.62,0.35,SAFE,
SIM_002034,none,False,1.43,0.35,SAFE,
SIM_002035,flued_stove,False,1.04,0.35,SAFE,
SIM_002036,none,False,1.1,0.35,SAFE,
SIM_002037,unflued_combustion,True,1.65,0.35,SAFE,
SIM_002038,none,False,2.88,0.35,SAFE,
SIM_002039,unflued_combustion,True,3.69,0.35,SAFE,
SIM_002040,none,False,0.42,0.35,SAFE,
SIM_002041,flued_stove,False,4.05,0.35,SAFE,
SIM_002042,none,False,2.7,0.35,SAFE,
SIM_002043,none,False,3.47,0.35,SAFE,
SIM_002044,unflued_combustion,True,0.81,0.35,SAFE,
SIM_002045,unflued_combustion,True,1.36,0.35,SAFE,
SIM_002046,unflued_combustion,True,3.97,0.35,SAFE,
SIM_002047,electric,False,3.01,0.35,SAFE,
SIM_002048,unflued_combustion,True,2.32,0.35,SAFE,
SIM_002049,unflued_combustion,True,2.49,0.35,SAFE,
SIM_002050,electric,False,4.23,0.35,SAFE,
SIM_002051,electric,False,2.27,0.35,SAFE,
SIM_002052,electric,False,1.33,0.35,SAFE,
SIM_002053,electric,False,3.62,0.35,SAFE,
SIM_002054,unflued_combustion,True,3.71,0.35,SAFE,
SIM_002055,none,False,3.19,0.35,SAFE,
SIM_002056,none,False,2.44,0.35,SAFE,
SIM_002057,electric,False,4.38,0.35,SAFE,
SIM_002058,none,False,1.78,0.35,SAFE,
SIM_002059,none,False,1.86,0.35,SAFE,
SIM_002060,electric,False,0.93,0.35,SAFE,
SIM_002061,flued_stove,False,3.25,0.35,SAFE,
SIM_002062,none,False,2.07,0.35,SAFE,
SIM_002063,none,False,0.62,0.35,SAFE,
SIM_002064,unflued_combustion,True,0.41,0.35,SAFE,
SIM_002065,flued_stove,False,2.86,0.35,SAFE,
SIM_002066,flued_stove,False,1.3,0.35,SAFE,
SIM_002067,none,False,1.11,0.35,SAFE,
SIM_002068,electric,False,3.64,0.35,SAFE,
SIM_002069,flued_stove,False,2.15,0.35,SAFE,
SIM_002070,none,False,3.85,0.35,SAFE,
SIM_002071,unflued_combustion,True,1.36,0.35,SAFE,
SIM_002072,electric,False,1.32,0.35,SAFE,
SIM_002073,none,False,0.32,0.35,SAFE,
SIM_002074,electric,False,2.67,0.35,SAFE,
SIM_002075,flued_stove,False,4.0,0.35,SAFE,
SIM_002076,electric,False,2.3,0.35,SAFE,
SIM_002077,electric,False,0.92,0.35,SAFE,
SIM_002078,flued_stove,False,3.43,0.35,SAFE,
SIM_002079,unflued_combustion,True,3.56,0.35,SAFE,
SIM_002080,unflued_combustion,True,2.21,0.35,SAFE,
SIM_002081,flued_stove,False,2.17,0.35,SAFE,
SIM_002082,electric,False,1.09,0.35,SAFE,
SIM_002083,flued_stove,False,2.18,0.35,SAFE,
SIM_002084,none,False,1.49,0.35,SAFE,
SIM_002085,flued_stove,False,4.4,0.35,SAFE,
SIM_002086,unflued_combustion,True,2.16,0.35,SAFE,
SIM_002087,unflued_combustion,True,0.58,0.35,SAFE,
SIM_002088,flued_stove,False,0.58,0.35,SAFE,
SIM_002089,flued_stove,False,2.52,0.35,SAFE,
SIM_002090,flued_stove,False,2.82,0.35,SAFE,
SIM_002091,flued_stove,False,1.97,0.35,SAFE,
SIM_002092,flued_stove,False,3.98,0.35,SAFE,
SIM_002093,electric,False,4.06,0.35,SAFE,
SIM_002094,none,False,2.21,0.35,SAFE,
SIM_002095,electric,False,1.61,0.35,SAFE,
SIM_002096,unflued_combustion,True,3.74,0.35,SAFE,
SIM_002097,flued_stove,False,2.28,0.35,SAFE,
SIM_002098,unflued_combustion,True,2.46,0.35,SAFE,
SIM_002099,flued_stove,False,1.96,0.35,SAFE,
SIM_002100,unflued_combustion,True,4.35,0.35,SAFE,
